Technology,Age,CustomerSince,SupportCallsLastYear,AverageBill,ChurnIndicator,churn_label
phone,60,11/11/14 9:27 AM,1,15,0.018,0
landline,33,4/15/11 9:27 AM,4,43,0.034,0
4G,23,5/27/14 9:27 AM,0,81,0.004,0
4G,33,12/18/10 9:27 AM,0,15,0.063,0
4G,14,11/11/11 9:27 AM,4,94,0.041,0
fiber,48,8/5/12 9:27 AM,2,83,0.031,0
4G,66,9/22/13 9:27 AM,6,78,0.038,0
fiber,59,11/14/10 9:27 AM,1,22,0.117,0
4G,4,10/4/13 9:27 AM,4,20,0.104,0
4G,64,4/23/15 9:27 AM,5,89,0.008,0
4G,38,4/29/12 9:27 AM,4,73,0.047,0
4G,17,10/9/12 9:27 AM,0,108,0.006,0
4G,24,8/6/11 9:27 AM,7,34,0.194,0
phone,54,7/9/14 9:27 AM,0,95,0.002,0
fiber,42,8/30/15 9:27 AM,1,32,0.005,0
4G,48,6/30/12 9:27 AM,2,110,0.018,0
4G,36,11/24/10 9:27 AM,0,94,0.01,0
4G,69,12/15/10 9:27 AM,0,42,0.023,0
4G,65,11/15/14 9:27 AM,1,23,0.018,0
phone,76,11/18/15 9:27 AM,0,105,0,0
landline,67,11/19/10 9:27 AM,0,96,0.003,0
4G,69,7/18/11 9:27 AM,7,89,0.075,0
landline,34,6/4/11 9:27 AM,0,42,0.007,0
landline,49,5/19/14 9:27 AM,0,18,0.006,0
fiber,26,6/28/11 9:27 AM,0,67,0.017,0
phone,66,7/20/10 9:27 AM,0,88,0.008,0
4G,61,4/1/11 9:27 AM,0,64,0.014,0
4G,34,2/7/14 9:27 AM,3,48,0.029,0
4G,47,6/18/13 9:27 AM,2,30,0.047,0
landline,43,11/14/10 9:27 AM,0,23,0.014,0
landline,70,11/4/14 9:27 AM,1,55,0.003,0
4G,40,8/23/13 9:27 AM,1,62,0.014,0
phone,23,8/16/15 9:27 AM,4,98,0.002,0
4G,18,10/13/11 9:27 AM,0,63,0.013,0
phone,33,11/25/12 9:27 AM,0,35,0.011,0
4G,9,12/29/13 9:27 AM,0,83,0.004,0
phone,49,9/26/15 9:27 AM,0,108,0,0
4G,52,12/6/13 9:27 AM,1,51,0.015,0
fiber,68,12/5/11 9:27 AM,0,105,0.01,0
4G,35,12/9/11 9:27 AM,0,22,0.035,0
4G,38,12/8/14 9:27 AM,8,76,0.023,0
phone,77,11/14/14 9:27 AM,5,46,0.018,0
4G,42,6/30/13 9:27 AM,3,55,0.034,0
4G,73,4/11/13 9:27 AM,1,89,0.011,0
phone,31,3/15/15 10:27 AM,2,31,0.009,0
phone,39,11/3/11 10:27 AM,3,32,0.065,0
phone,51,7/1/15 9:27 AM,2,15,0.011,0
phone,36,3/4/15 9:27 AM,1,38,0.005,0
4G,31,1/20/13 9:27 AM,3,12,0.183,0
landline,41,3/21/12 10:27 AM,2,64,0.011,0
phone,43,1/22/12 9:27 AM,1,38,0.026,0
landline,22,10/9/14 9:27 AM,3,34,0.009,0
landline,10,7/12/13 9:27 AM,0,106,0.001,0
phone,54,6/12/14 9:27 AM,3,83,0.009,0
landline,58,5/3/13 9:27 AM,0,96,0.002,0
fiber,17,4/27/15 9:27 AM,1,56,0.006,0
4G,14,7/20/12 9:27 AM,7,56,0.092,0
fiber,79,11/17/10 9:27 AM,1,108,0.024,0
4G,4,12/1/12 9:27 AM,0,26,0.022,0
landline,14,2/13/11 9:27 AM,0,53,0.006,0
4G,17,10/27/13 10:27 AM,0,102,0.004,0
phone,16,2/17/11 9:27 AM,9,29,0.21,0
phone,39,10/17/15 9:27 AM,2,65,0.001,0
4G,80,3/31/12 9:27 AM,0,82,0.009,0
fiber,44,10/30/13 10:27 AM,4,14,0.191,0
4G,37,4/30/15 9:27 AM,3,71,0.007,0
fiber,79,4/15/13 9:27 AM,5,37,0.109,0
phone,34,4/9/11 9:27 AM,0,38,0.016,0
phone,11,9/23/15 9:27 AM,7,102,0.002,0
landline,19,11/10/11 9:27 AM,4,45,0.029,0
4G,9,2/8/13 9:27 AM,4,54,0.05,0
landline,0,8/6/11 9:27 AM,0,90,0.003,0
landline,79,4/2/15 9:27 AM,3,60,0.003,0
4G,12,9/13/11 9:27 AM,0,66,0.012,0
phone,52,5/20/15 9:27 AM,0,62,0.001,0
fiber,19,12/20/13 9:27 AM,1,72,0.014,0
4G,48,8/30/10 9:27 AM,2,27,0.111,0
phone,71,8/21/14 9:27 AM,0,96,0.002,0
landline,70,10/24/12 9:27 AM,3,103,0.008,0
landline,26,7/19/15 9:27 AM,0,101,0,0
fiber,42,4/20/13 9:27 AM,1,63,0.021,0
fiber,63,2/15/15 9:27 AM,1,96,0.004,0
4G,10,11/12/10 9:27 AM,8,51,0.17,0
phone,67,11/6/12 9:27 AM,0,74,0.005,0
phone,34,12/26/10 9:27 AM,0,103,0.006,0
4G,17,4/16/12 9:27 AM,1,14,0.099,0
phone,56,1/12/14 9:27 AM,0,44,0.006,0
phone,54,1/3/11 9:27 AM,0,33,0.019,0
phone,56,4/29/11 9:27 AM,2,75,0.023,0
4G,60,6/30/10 9:27 AM,9,79,0.131,0
phone,73,8/16/15 9:27 AM,2,81,0.002,0
4G,61,4/20/12 9:27 AM,3,21,0.132,0
4G,44,1/8/14 9:27 AM,0,91,0.004,0
4G,19,5/16/13 9:27 AM,6,69,0.05,0
fiber,41,1/29/15 9:27 AM,1,20,0.022,0
landline,7,2/16/13 9:27 AM,0,75,0.002,0
phone,8,12/28/10 9:27 AM,3,54,0.046,0
phone,48,5/7/15 9:27 AM,0,44,0.002,0
phone,58,5/17/12 9:27 AM,0,97,0.005,0
4G,9,7/15/15 9:27 AM,6,56,0.01,0
landline,24,3/13/14 10:27 AM,1,98,0.002,0
landline,53,3/6/12 9:27 AM,4,31,0.038,0
phone,10,7/3/12 9:27 AM,10,103,0.046,0
fiber,49,7/18/12 9:27 AM,0,41,0.021,0
4G,60,2/20/14 9:27 AM,4,12,0.143,0
phone,79,10/4/15 9:27 AM,8,48,0.005,0
landline,61,2/21/13 9:27 AM,4,48,0.018,0
phone,60,7/20/10 9:27 AM,5,21,0.195,0
4G,46,9/29/10 9:27 AM,3,43,0.092,0
phone,37,5/14/11 9:27 AM,0,14,0.041,0
4G,20,1/26/14 9:27 AM,5,98,0.022,0
fiber,46,1/4/13 9:27 AM,2,108,0.021,0
4G,32,12/16/11 9:27 AM,6,12,0.441,0
phone,28,2/28/12 9:27 AM,3,95,0.02,0
4G,75,4/19/14 9:27 AM,0,92,0.003,0
phone,22,3/30/11 9:27 AM,9,56,0.106,0
phone,68,12/10/11 9:27 AM,1,49,0.021,0
4G,62,12/15/12 9:27 AM,1,66,0.017,0
4G,12,8/1/15 9:27 AM,0,52,0.001,0
4G,73,7/14/10 9:27 AM,5,58,0.106,0
phone,11,9/29/13 9:27 AM,1,58,0.01,0
4G,48,11/15/10 9:27 AM,8,53,0.163,0
4G,73,3/5/15 9:27 AM,9,18,0.082,0
landline,35,5/8/12 9:27 AM,0,56,0.004,0
4G,72,7/3/13 9:27 AM,2,75,0.019,0
4G,50,10/10/12 9:27 AM,0,41,0.015,0
phone,3,7/30/10 9:27 AM,2,104,0.02,0
fiber,54,10/16/15 9:27 AM,0,43,0.001,0
4G,11,10/30/12 10:27 AM,4,56,0.053,0
fiber,69,10/6/14 9:27 AM,1,82,0.007,0
phone,68,7/4/12 9:27 AM,3,12,0.145,0
landline,6,4/23/11 9:27 AM,0,78,0.004,0
fiber,61,1/26/15 9:27 AM,0,19,0.012,0
phone,31,6/16/15 9:27 AM,0,53,0.001,0
fiber,0,12/16/12 9:27 AM,0,38,0.02,0
landline,55,1/12/12 9:27 AM,0,77,0.003,0
landline,36,10/26/15 10:27 AM,1,27,0.001,0
landline,75,11/26/15 9:27 AM,0,41,0,0
phone,18,1/15/13 9:27 AM,0,75,0.005,0
landline,65,3/13/13 10:27 AM,1,51,0.007,0
phone,32,4/11/11 9:27 AM,1,59,0.02,0
phone,6,8/27/14 9:27 AM,1,23,0.014,0
landline,29,12/22/10 9:27 AM,0,38,0.008,0
4G,3,3/8/13 9:27 AM,0,11,0.048,0
phone,2,7/25/13 9:27 AM,1,106,0.006,0
fiber,1,7/2/13 9:27 AM,0,31,0.02,0
phone,14,3/14/12 10:27 AM,0,61,0.008,0
phone,22,10/22/15 9:27 AM,2,110,0,0
phone,78,3/10/13 10:27 AM,2,93,0.011,0
4G,65,2/22/13 9:27 AM,1,47,0.023,0
phone,39,7/30/10 9:27 AM,1,46,0.029,0
landline,61,1/30/13 9:27 AM,1,41,0.009,0
fiber,36,11/10/11 9:27 AM,4,70,0.074,0
fiber,65,5/24/13 9:27 AM,5,84,0.046,0
phone,23,3/30/11 9:27 AM,1,99,0.012,0
phone,22,3/16/14 10:27 AM,0,69,0.003,0
4G,56,12/19/11 9:27 AM,8,16,0.425,0
4G,18,9/10/13 9:27 AM,1,57,0.015,0
phone,51,8/24/12 9:27 AM,3,75,0.022,0
phone,3,3/13/15 10:27 AM,2,59,0.005,0
fiber,7,11/15/13 9:27 AM,5,58,0.054,0
phone,28,4/9/13 9:27 AM,8,14,0.218,0
landline,43,7/18/12 9:27 AM,1,107,0.004,0
phone,30,8/3/13 9:27 AM,2,17,0.053,0
4G,63,5/18/14 9:27 AM,0,41,0.007,0
landline,26,5/20/14 9:27 AM,0,52,0.002,0
fiber,25,9/6/13 9:27 AM,0,35,0.016,0
phone,43,2/26/13 9:27 AM,0,52,0.007,0
4G,51,11/12/14 9:27 AM,5,89,0.014,0
phone,52,9/26/14 9:27 AM,1,81,0.004,0
landline,4,7/8/13 9:27 AM,1,27,0.011,0
fiber,74,12/8/15 9:27 AM,1,69,0,0
phone,70,8/6/15 9:27 AM,1,41,0.002,0
phone,30,2/28/13 9:27 AM,2,19,0.056,0
phone,8,1/27/14 9:27 AM,1,59,0.008,0
fiber,4,8/9/15 9:27 AM,0,99,0.001,0
phone,16,6/26/13 9:27 AM,1,95,0.007,0
fiber,37,6/2/14 9:27 AM,2,51,0.023,0
fiber,70,8/10/12 9:27 AM,0,25,0.034,0
landline,11,9/27/15 9:27 AM,4,34,0.002,0
4G,73,2/26/14 9:27 AM,1,78,0.009,0
phone,65,3/24/14 10:27 AM,1,69,0.006,0
4G,14,4/12/11 9:27 AM,1,51,0.035,0
landline,21,11/1/15 9:27 AM,0,27,0,0
4G,34,4/9/15 9:27 AM,2,107,0.004,0
phone,45,6/11/12 9:27 AM,0,33,0.013,0
landline,55,5/19/12 9:27 AM,1,43,0.01,0
4G,6,6/1/11 9:27 AM,1,77,0.022,0
4G,38,12/11/13 9:27 AM,1,50,0.015,0
4G,75,12/7/10 9:27 AM,0,67,0.014,0
phone,57,1/26/14 9:27 AM,1,93,0.005,0
4G,33,6/2/13 9:27 AM,1,35,0.027,0
fiber,36,6/28/13 9:27 AM,2,80,0.023,0
phone,25,2/17/15 9:27 AM,0,31,0.003,0
phone,39,12/6/13 9:27 AM,0,99,0.003,0
phone,45,9/7/15 9:27 AM,6,80,0.003,0
fiber,74,5/18/11 9:27 AM,2,60,0.058,0
4G,21,9/6/11 9:27 AM,0,16,0.051,0
4G,5,1/28/14 9:27 AM,1,63,0.011,0
phone,27,11/30/12 9:27 AM,2,65,0.018,0
phone,29,4/27/13 9:27 AM,0,38,0.009,0
4G,50,10/9/12 9:27 AM,2,58,0.031,0
landline,30,4/4/12 9:27 AM,4,60,0.019,0
phone,24,12/15/13 9:27 AM,0,28,0.009,0
phone,3,10/29/13 10:27 AM,2,96,0.008,0
fiber,50,2/18/15 9:27 AM,0,40,0.005,0
4G,38,10/19/13 9:27 AM,1,80,0.01,0
landline,59,1/6/11 9:27 AM,4,24,0.065,0
4G,67,7/25/10 9:27 AM,0,72,0.014,0
landline,16,8/11/10 9:27 AM,0,79,0.004,0
4G,13,7/13/11 9:27 AM,1,46,0.036,0
4G,61,8/9/15 9:27 AM,2,82,0.002,0
phone,54,8/11/13 9:27 AM,2,78,0.011,0
4G,27,10/29/14 10:27 AM,10,65,0.036,0
4G,29,9/11/11 9:27 AM,0,65,0.012,0
phone,16,12/31/14 9:27 AM,0,52,0.002,0
phone,70,7/15/15 9:27 AM,1,22,0.005,0
4G,10,6/27/14 9:27 AM,2,89,0.009,0
4G,32,4/24/12 9:27 AM,0,36,0.019,0
4G,55,12/31/12 9:27 AM,1,17,0.066,0
phone,78,8/18/15 9:27 AM,0,100,0,0
4G,10,6/18/13 9:27 AM,1,99,0.01,0
phone,70,5/21/13 9:27 AM,5,65,0.03,0
4G,74,6/26/13 9:27 AM,9,103,0.045,0
phone,62,3/6/14 9:27 AM,0,31,0.007,0
fiber,64,9/16/13 9:27 AM,8,45,0.113,0
4G,73,5/26/14 9:27 AM,0,86,0.003,0
phone,14,4/30/12 9:27 AM,0,23,0.02,0
landline,3,10/12/12 9:27 AM,0,91,0.002,0
fiber,53,9/24/14 9:27 AM,4,55,0.028,0
phone,5,9/20/10 9:27 AM,0,17,0.039,0
phone,17,10/5/10 9:27 AM,0,83,0.008,0
4G,6,6/29/14 9:27 AM,0,54,0.005,0
landline,3,3/6/13 9:27 AM,1,102,0.003,0
landline,12,11/28/11 9:27 AM,2,74,0.01,0
4G,59,1/20/14 9:27 AM,8,14,0.231,0
4G,76,7/10/15 9:27 AM,3,52,0.006,0
landline,56,12/13/13 9:27 AM,2,69,0.005,0
phone,55,5/3/11 9:27 AM,1,18,0.065,0
4G,39,8/6/15 9:27 AM,1,54,0.002,0
4G,62,11/24/12 9:27 AM,0,46,0.013,0
landline,60,3/1/12 9:27 AM,0,35,0.007,0
4G,66,8/16/10 9:27 AM,2,36,0.084,0
landline,61,3/21/11 10:27 AM,1,84,0.007,0
landline,60,7/5/10 9:27 AM,0,56,0.006,0
4G,33,12/16/12 9:27 AM,0,20,0.028,0
landline,69,12/22/13 9:27 AM,7,44,0.023,0
4G,79,12/23/10 9:27 AM,4,22,0.214,0
4G,12,11/15/14 9:27 AM,1,77,0.005,0
phone,32,1/2/12 9:27 AM,2,27,0.055,0
landline,43,2/6/14 9:27 AM,0,62,0.002,0
phone,30,2/14/12 9:27 AM,1,99,0.01,0
4G,49,3/4/12 9:27 AM,1,23,0.062,0
4G,22,1/6/12 9:27 AM,1,24,0.062,0
4G,65,12/14/14 9:27 AM,6,24,0.055,0
phone,52,11/18/11 9:27 AM,2,34,0.045,0
fiber,7,12/13/12 9:27 AM,0,45,0.017,0
phone,32,12/18/12 9:27 AM,3,68,0.022,0
4G,47,4/16/11 9:27 AM,0,60,0.015,0
phone,41,12/14/15 9:27 AM,6,30,0,0
4G,38,9/30/13 9:27 AM,1,93,0.009,0
phone,44,5/19/12 9:27 AM,5,94,0.029,0
landline,33,11/15/14 9:27 AM,2,71,0.003,0
4G,65,10/26/15 10:27 AM,5,77,0.002,0
fiber,58,5/27/15 9:27 AM,1,74,0.004,0
phone,77,2/27/14 9:27 AM,0,98,0.002,0
landline,9,6/11/13 9:27 AM,9,102,0.016,0
fiber,53,11/14/10 9:27 AM,0,54,0.024,0
landline,63,4/2/15 9:27 AM,5,58,0.005,0
4G,34,7/8/12 9:27 AM,0,65,0.01,0
phone,47,4/1/15 9:27 AM,3,19,0.019,0
phone,53,10/3/10 9:27 AM,0,45,0.015,0
phone,47,11/24/14 9:27 AM,1,35,0.008,0
4G,6,5/10/12 9:27 AM,2,77,0.027,0
landline,3,8/12/11 9:27 AM,0,30,0.009,0
phone,70,6/12/13 9:27 AM,0,79,0.004,0
phone,78,5/22/14 9:27 AM,3,51,0.015,0
4G,15,4/19/12 9:27 AM,1,31,0.045,0
phone,26,2/22/15 9:27 AM,6,24,0.03,0
landline,49,2/15/12 9:27 AM,1,17,0.028,0
landline,71,3/11/15 10:27 AM,0,17,0.003,0
landline,56,10/18/10 9:27 AM,0,79,0.004,0
4G,59,8/26/14 9:27 AM,3,64,0.015,0
4G,48,8/29/13 9:27 AM,1,75,0.012,0
phone,7,8/16/14 9:27 AM,0,71,0.002,0
4G,74,12/30/10 9:27 AM,0,50,0.019,0
4G,12,3/12/11 9:27 AM,1,23,0.078,0
phone,1,7/23/11 9:27 AM,0,69,0.008,0
fiber,32,4/27/13 9:27 AM,5,29,0.137,0
phone,32,9/15/14 9:27 AM,4,25,0.031,0
phone,27,6/12/14 9:27 AM,3,50,0.015,0
4G,52,5/7/11 9:27 AM,6,14,0.436,0
4G,46,10/27/15 10:27 AM,0,12,0.002,0
landline,67,9/2/10 9:27 AM,0,101,0.003,0
phone,30,11/11/13 9:27 AM,4,59,0.022,0
4G,70,5/21/14 9:27 AM,0,97,0.003,0
4G,12,4/13/14 9:27 AM,3,26,0.049,0
4G,56,12/13/10 9:27 AM,0,25,0.038,0
4G,77,9/6/13 9:27 AM,9,40,0.107,0
fiber,44,1/8/11 9:27 AM,1,49,0.051,0
landline,3,7/28/11 9:27 AM,0,18,0.015,0
phone,8,6/12/13 9:27 AM,5,14,0.136,0
phone,15,11/8/14 9:27 AM,0,24,0.006,0
4G,54,12/14/12 9:27 AM,0,40,0.014,0
phone,73,4/12/11 9:27 AM,2,86,0.021,0
landline,24,4/13/15 9:27 AM,0,76,0.001,0
landline,30,10/22/14 9:27 AM,0,91,0.001,0
4G,50,11/19/15 9:27 AM,2,86,0,0
4G,50,8/14/10 9:27 AM,7,86,0.094,0
phone,55,8/28/10 9:27 AM,1,99,0.014,0
phone,47,5/2/14 9:27 AM,1,64,0.006,0
fiber,7,4/10/15 9:27 AM,0,29,0.006,0
fiber,4,3/20/11 10:27 AM,0,71,0.017,0
fiber,60,2/13/12 9:27 AM,0,34,0.028,0
phone,73,3/10/15 10:27 AM,0,25,0.004,0
phone,74,2/21/11 9:27 AM,5,38,0.096,0
4G,29,9/14/10 9:27 AM,1,84,0.024,0
landline,65,4/9/15 9:27 AM,8,39,0.01,0
landline,62,10/18/12 9:27 AM,1,61,0.007,0
fiber,33,9/7/11 9:27 AM,1,86,0.025,0
phone,42,12/14/13 9:27 AM,0,52,0.005,0
landline,1,6/19/15 9:27 AM,1,80,0.001,0
phone,49,12/5/13 9:27 AM,3,85,0.012,0
fiber,61,1/8/13 9:27 AM,0,49,0.015,0
phone,31,8/24/10 9:27 AM,0,56,0.012,0
phone,59,5/17/12 9:27 AM,2,34,0.04,0
landline,30,4/1/13 9:27 AM,4,81,0.011,0
fiber,19,9/20/12 9:27 AM,2,63,0.039,0
fiber,59,3/29/11 9:27 AM,0,94,0.013,0
4G,34,11/11/12 9:27 AM,0,19,0.031,0
4G,70,5/4/12 9:27 AM,0,87,0.008,0
4G,32,2/1/12 9:27 AM,4,36,0.102,0
landline,8,8/29/13 9:27 AM,0,39,0.004,0
landline,21,5/2/13 9:27 AM,0,13,0.013,0
4G,49,6/10/12 9:27 AM,2,53,0.038,0
4G,11,10/1/10 9:27 AM,4,98,0.05,0
4G,62,3/6/15 9:27 AM,7,16,0.073,0
fiber,54,11/12/12 9:27 AM,9,106,0.073,0
phone,12,10/9/10 9:27 AM,0,35,0.019,0
landline,16,12/2/15 9:27 AM,0,93,0,0
phone,61,11/15/11 9:27 AM,0,104,0.005,0
fiber,1,6/9/14 9:27 AM,0,32,0.012,0
phone,39,3/8/13 9:27 AM,0,11,0.032,0
fiber,68,4/1/12 9:27 AM,0,11,0.085,0
4G,13,2/8/15 9:27 AM,0,76,0.002,0
4G,72,5/8/15 9:27 AM,4,73,0.008,0
phone,32,12/24/13 9:27 AM,3,75,0.013,0
landline,24,7/19/11 9:27 AM,1,38,0.015,0
phone,58,11/2/11 10:27 AM,1,107,0.01,0
phone,26,7/6/15 9:27 AM,1,45,0.002,0
fiber,25,10/17/11 9:27 AM,6,32,0.23,0
phone,9,6/18/12 9:27 AM,3,83,0.021,0
4G,13,6/2/12 9:27 AM,1,51,0.026,0
4G,4,11/25/12 9:27 AM,0,97,0.006,0
4G,33,1/30/12 9:27 AM,0,82,0.009,0
4G,50,8/22/11 9:27 AM,0,14,0.058,0
landline,49,8/7/11 9:27 AM,0,92,0.003,0
fiber,44,8/23/11 9:27 AM,0,13,0.084,0
phone,24,11/19/11 9:27 AM,0,32,0.016,0
fiber,78,10/8/12 9:27 AM,1,82,0.02,0
landline,21,1/9/13 9:27 AM,0,109,0.002,0
4G,8,2/23/15 9:27 AM,1,62,0.005,0
landline,13,4/9/12 9:27 AM,0,14,0.017,0
fiber,55,1/18/13 9:27 AM,0,69,0.011,0
fiber,5,10/1/13 9:27 AM,2,11,0.152,0
phone,64,2/12/12 9:27 AM,0,69,0.007,0
4G,12,10/23/15 9:27 AM,0,17,0.002,0
landline,36,6/22/15 9:27 AM,0,36,0.001,0
landline,28,8/31/14 9:27 AM,4,86,0.005,0
fiber,61,4/7/15 9:27 AM,1,69,0.005,0
4G,68,6/12/14 9:27 AM,0,86,0.003,0
4G,51,7/6/12 9:27 AM,1,71,0.018,0
landline,65,2/25/15 9:27 AM,0,27,0.002,0
4G,50,6/4/13 9:27 AM,2,85,0.017,0
fiber,52,11/18/14 9:27 AM,3,97,0.011,0
4G,58,6/11/11 9:27 AM,2,61,0.042,0
fiber,62,12/25/13 9:27 AM,4,30,0.083,0
phone,59,10/25/13 9:27 AM,1,109,0.005,0
phone,19,1/29/14 9:27 AM,1,30,0.016,0
4G,39,12/20/14 9:27 AM,0,35,0.005,0
landline,23,3/16/11 10:27 AM,0,28,0.011,0
4G,13,7/29/10 9:27 AM,1,89,0.023,0
landline,66,6/25/14 9:27 AM,4,98,0.005,0
4G,25,1/29/13 9:27 AM,1,94,0.012,0
4G,15,1/13/13 9:27 AM,7,59,0.075,0
landline,56,11/25/10 9:27 AM,1,25,0.026,0
fiber,33,11/14/15 9:27 AM,4,64,0.002,0
4G,31,3/17/12 10:27 AM,0,82,0.009,0
4G,71,11/10/12 9:27 AM,1,70,0.017,0
phone,48,8/16/14 9:27 AM,1,17,0.02,0
fiber,8,12/16/13 9:27 AM,2,56,0.027,0
phone,69,11/21/13 9:27 AM,0,95,0.003,0
fiber,2,7/6/14 9:27 AM,3,54,0.027,0
4G,48,4/16/13 9:27 AM,3,97,0.021,0
phone,19,11/7/12 9:27 AM,0,68,0.006,0
phone,31,6/5/12 9:27 AM,0,31,0.014,0
phone,57,12/9/12 9:27 AM,9,15,0.253,0
phone,16,7/19/15 9:27 AM,3,33,0.006,0
phone,52,12/31/12 9:27 AM,6,55,0.047,0
landline,38,12/14/11 9:27 AM,0,13,0.019,0
4G,73,7/1/15 9:27 AM,3,93,0.004,0
4G,71,2/25/14 9:27 AM,1,34,0.02,0
4G,77,9/28/15 9:27 AM,2,48,0.002,0
landline,17,8/6/13 9:27 AM,5,15,0.059,0
4G,37,3/14/12 10:27 AM,3,42,0.068,0
phone,2,6/3/14 9:27 AM,7,21,0.074,0
4G,61,11/11/10 9:27 AM,1,50,0.039,0
4G,69,3/19/14 10:27 AM,2,29,0.034,0
phone,24,9/22/13 9:27 AM,1,66,0.009,0
fiber,61,2/22/11 9:27 AM,10,72,0.185,0
fiber,63,4/17/13 9:27 AM,2,44,0.046,0
fiber,62,10/26/14 10:27 AM,1,68,0.008,0
landline,49,8/12/11 9:27 AM,1,50,0.011,0
4G,17,1/14/12 9:27 AM,1,41,0.036,0
phone,67,9/23/12 9:27 AM,2,90,0.014,0
landline,45,10/13/13 9:27 AM,7,25,0.044,0
phone,22,6/10/11 9:27 AM,0,64,0.009,0
phone,46,4/12/12 9:27 AM,0,100,0.005,0
4G,33,6/20/11 9:27 AM,1,95,0.018,0
fiber,48,8/24/10 9:27 AM,0,13,0.103,0
phone,17,11/3/12 10:27 AM,2,67,0.018,0
phone,38,12/10/14 9:27 AM,0,13,0.01,0
landline,44,4/18/12 9:27 AM,2,29,0.024,0
landline,3,3/15/13 10:27 AM,1,42,0.008,0
landline,21,9/6/11 9:27 AM,5,12,0.135,0
fiber,5,6/28/10 9:27 AM,7,64,0.172,0
phone,69,12/12/12 9:27 AM,1,84,0.009,0
4G,29,7/14/10 9:27 AM,9,65,0.158,0
fiber,69,10/12/12 9:27 AM,1,45,0.036,0
fiber,6,6/10/14 9:27 AM,0,53,0.007,0
phone,11,5/14/11 9:27 AM,0,96,0.006,0
4G,48,12/2/11 9:27 AM,2,21,0.109,0
phone,76,4/23/11 9:27 AM,0,87,0.007,0
phone,66,11/14/15 9:27 AM,5,12,0.005,0
4G,78,11/30/10 9:27 AM,0,13,0.073,0
phone,7,9/4/14 9:27 AM,4,11,0.073,0
landline,57,12/20/14 9:27 AM,0,110,0.001,0
4G,43,4/15/13 9:27 AM,1,93,0.011,0
4G,77,6/12/15 9:27 AM,0,44,0.002,0
fiber,11,10/29/11 9:27 AM,6,43,0.17,0
4G,75,8/24/15 9:27 AM,2,53,0.003,0
phone,35,5/9/14 9:27 AM,1,104,0.004,0
fiber,43,9/7/14 9:27 AM,0,96,0.003,0
landline,76,1/14/13 9:27 AM,1,50,0.007,0
landline,50,8/25/13 9:27 AM,1,74,0.004,0
landline,63,7/11/14 9:27 AM,1,44,0.004,0
landline,47,2/26/14 9:27 AM,0,30,0.004,0
phone,29,2/8/11 9:27 AM,8,14,0.393,0
phone,54,8/22/10 9:27 AM,0,91,0.007,0
4G,10,9/3/15 9:27 AM,0,82,0.001,0
landline,74,2/3/14 9:27 AM,0,49,0.002,0
phone,41,10/14/12 9:27 AM,0,89,0.004,0
fiber,55,4/25/14 9:27 AM,6,59,0.049,0
4G,43,7/29/11 9:27 AM,0,95,0.009,0
4G,24,1/24/14 9:27 AM,2,64,0.017,0
landline,79,7/18/15 9:27 AM,9,58,0.004,0
4G,59,3/28/13 10:27 AM,0,20,0.026,0
4G,47,10/11/12 9:27 AM,6,66,0.064,0
phone,44,7/6/12 9:27 AM,2,35,0.037,0
phone,71,10/18/15 9:27 AM,3,34,0.002,0
landline,67,12/19/10 9:27 AM,7,67,0.038,0
landline,1,10/18/11 9:27 AM,0,53,0.005,0
landline,53,1/15/15 9:27 AM,0,41,0.001,0
4G,74,12/18/12 9:27 AM,0,18,0.031,0
fiber,57,9/7/12 9:27 AM,0,20,0.041,0
phone,61,12/9/12 9:27 AM,1,52,0.015,0
landline,51,9/4/10 9:27 AM,1,85,0.008,0
4G,18,6/5/14 9:27 AM,1,23,0.025,0
landline,20,1/6/14 9:27 AM,2,99,0.004,0
fiber,37,11/23/14 9:27 AM,0,59,0.005,0
landline,39,6/24/11 9:27 AM,3,62,0.018,0
phone,52,11/17/13 9:27 AM,1,74,0.007,0
fiber,79,10/1/13 9:27 AM,0,21,0.026,0
4G,37,8/15/14 9:27 AM,0,93,0.003,0
fiber,18,10/13/13 9:27 AM,3,97,0.023,0
phone,42,2/9/12 9:27 AM,0,91,0.005,0
fiber,61,6/9/13 9:27 AM,0,24,0.026,0
4G,0,12/16/13 9:27 AM,1,54,0.014,0
4G,37,9/17/10 9:27 AM,2,81,0.037,0
phone,4,8/15/13 9:27 AM,1,21,0.028,0
phone,20,10/23/13 9:27 AM,0,10,0.027,0
4G,8,12/25/10 9:27 AM,0,109,0.009,0
4G,7,6/18/12 9:27 AM,3,97,0.027,0
4G,47,9/15/13 9:27 AM,1,63,0.013,0
fiber,39,4/1/12 9:27 AM,0,25,0.037,0
fiber,50,6/13/14 9:27 AM,9,67,0.057,0
phone,15,11/12/15 9:27 AM,2,37,0.001,0
phone,50,8/25/14 9:27 AM,3,88,0.007,0
4G,51,7/6/12 9:27 AM,1,62,0.021,0
phone,7,11/9/11 9:27 AM,1,59,0.018,0
landline,24,10/24/12 9:27 AM,1,103,0.004,0
4G,44,6/6/11 9:27 AM,10,108,0.087,0
fiber,24,2/6/12 9:27 AM,1,95,0.02,0
phone,46,9/23/15 9:27 AM,9,35,0.008,0
phone,32,1/3/12 9:27 AM,8,81,0.055,0
phone,64,11/12/10 9:27 AM,0,70,0.009,0
